case_number,case_url,file_date,property_address,filing_no,volume_no,page_no
RP-2025-177386,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRdSEQTc9LhopXk0ZNbbsY8YPPA+5QdgG9uy2xt66jqPL+cad18YCtysBqLqMVlFDnwye3AsWM2IbyjsGSUpOmE9rz86GaLuMCuo6EAOM/XjmOje/h6ERZ2Ql6d13q/q5Q==,05/12/2025,,,2,2
RP-2025-177385,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeXrHWL8qiveB4zzyd/B69f3DLGkbn6ZPH2dtbymVE2HDP3tP6GIG7d3eeWGilRIz5ynWX680QuqiLFJNEWifYqIv7PXzp232q35AAgWRXk1SnY70ZdsExQGQHrJ+hR3FA==,05/12/2025,,,2,2
RP-2025-177371,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa5snSyDs4WtjeKY7hEvhN8dAKPNrnc/c2BtFeHa5irR9DbKlx/mQAxVIUxoDzGm07Y0yfDdTZuXC6C4T1nMiyO/IhGb3Toj4RCl1mXROx1WcICQ5LSRvpDUjQ9D581ryQ==,05/12/2025,,,2,2
RP-2025-176971,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdAATFIXM2LJr3VvEF6tlozediNfYBf6OAiXjbAlYXEntzBkonAZLKHd/vwzpfTVR/23FWiVITMuTLhPp1Jahvt4pkKuFlYBPrXKin3S7cOd35wLDqIGXAd/6Iew7uuouQ==,05/12/2025,,,3,3
RP-2025-176926,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfNpoWHzm0Rk3UYPY6DF+QX5fiRHdPKtmmqh9Y4HcdK2VGas7Flnit5qpIDyXnq5IV7tudq4xm4YRmWklpcMq38xRsD/UiVdmJqmjmojwZqGjBknM0wV+AkiYdTEJ/B4XQ==,05/12/2025,,,3,3
RP-2025-176925,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf5vWHD8a4kkoglLwxTvIRuWQhJjMxIMCLCLvKYvZxRElY4lG8gKUj5PVxnBcfZOjE+MKQFmCu1APFgemfLn6G445uVvE4GWzwH7U21uj6pUULG0ZmjsjAx+uaqcEAqZQg==,05/12/2025,,,3,3
RP-2025-176924,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRtb/Rog+7OXlw2v1aEjIOI5TtTRO+SO5LDKfsQTYUZhPPryMXMESPisM2zoHbrRlKYnNF0bXMT0Ny5OJvJ7sVCBMYHCjeDdB851QSM2n6ispuHrOA5LRW7JQ/O1TWHQnw==,05/12/2025,,,3,3
RP-2025-176923,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTSY46cg5+h35t4K69aQTj+LS8Ojii3abCdxNiUb46JA333Ht/+77gVj1Vc5/a/kKarE57fnSbKMGxeJ9iDWnMVfBGqDiuzYIWvQtnsdDcgCNApfqARgcUN3Nmb6Ql5m4w==,05/12/2025,,,3,3
RP-2025-176922,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU/ujWSwInRGIktYwt7S8jwB+Exmw2vMnaDEMq7lhvVz6GAqfLFyTW/60Qs0zHtwrfv4pcGF3gUCUazXhU23qcnKpJmKKKFe6nW4vacRTNQq9nkXo4MPpxDjm4pYSOGV7A==,05/12/2025,,,3,3
RP-2025-176921,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZDriCZexsWLorlb4O+J3HbsNMpL9lNdWsx6ug8QamB5oc0QyGBy8bQyjw4KdFoj9NLe8Zh+GYtQjZlCskVHn+tVixuT243zOhj3BKfaqBC/MW5uTqy03W+xcrQVOJNo/Q==,05/12/2025,,,3,3
RP-2025-176920,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVr1CsL2zKJsGg2roMd7TlsC+VFyhbivR7e2VAxt8Z/IGgmZatZwaoW42VJWqtAo6uQTC06T1cMOnNhlL1ZMwslcmCFjHkQ4RkZwgs9fuvPwe2RYdnPtDsaRD8p9gWbNcQ==,05/12/2025,,,3,3
RP-2025-176919,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRsLlWFIt3E8oi5WjyNQrdWUAgosRiMdIZM8Xx1BfRrqEqC0AdDxfhmAb6bUra1p/hsIjXd4m2qlCyISTod24RfompIG+Jv4e4JKAxl979cquU+D37krTl5tPnc0mDpGjQ==,05/12/2025,,,3,3
RP-2025-176918,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbHWhCShVnVM17p5qwI+wWr1KEjX+yZktiVqDvqcMSdf3E+IO0tT3I1gZErcrnOxWte6s/Yf2LMzPNKVtq4PlPo77hpyPyoQXEAyURDykQveEKLMatSgilbyk8LmNjXj7g==,05/12/2025,,,3,3
RP-2025-176504,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVY+m9QndAxtM+q+0dR/QfSdZSeiZgds9IT5oifavmQ+kzq22Oeb9o7W9BkjHItGYB15T2cDXrXAO3hfEOxs6UlCXOaR/vdvtzrVDzBZdYmnDjoOuyqsiQZx4vbZnH0BpNQ==,05/09/2025,,,2,2
RP-2025-176180,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfedPJJ5hkLJs6/lCxCOhoddErw4erv9GPm8Q2+49bsg4ede9aZD6xn0YjTJCKTEPwLu6sgb5T9/TI79BDJ26poRL6yMN6h0BnWwKavq41C+jYhlTgxz2DtMrM8P+Xz3zA==,05/09/2025,,,4,4
RP-2025-176161,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSVJGC8WgQF2ixQzt+unN5PP+fbKJx/4T3c91V0c4z8PxlUomDi23DrO3ZSFwKO+Oby8tPkmqviF5l/SdhE/jz4mT/7p8EC4eQjESLdxgYbl1JhVOWUDVKBtBkK18TgWmQ==,05/09/2025,,,6,6
RP-2025-175765,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZg6/AT2xTExkBQpxiZ36z7Pur4XnBtDrIdf8AGVnLpIvz6t/qZXxtdB/66nfFd0+DF526YQSUOkMGSTAivT7FMHKcfY+bfdYRx6T/hiBuOhFl8PYBlwfqKf3jPxwsrP/w==,05/09/2025,,,2,2
RP-2025-175478,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdhf2W8hAtGnatvXP21TSqws9DDQrNTWxZipuLDBJ7W+r+jlbtFG/EqxTS2JiEnyJIzgQ3GsQkjrTSpxbxqtEYVpUXuQuFZRpnaMmRqEcnDwup83kQ7e0m2kHEkx5Qojcg==,05/09/2025,,,4,4
RP-2025-175425,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVSzdpYINpcrBK6pHic40WpDoGvhXHyULwA4A1XG+7khba+8Swa0gVc6y+6PrkZVb6jTS5tEileXLPMZVNKL9OO2wAoCAdfWITJSHqbsOLBPRSI0hQJ+L/24TWUIB+eC+A==,05/09/2025,,,2,2
RP-2025-174764,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZmvj2tQ0+GDG1NZKdlEpJUEt9EkXTB4H3zOZO6lHfNvK3voP6FAKPxpa6Iv/mLU0rXhdkqWBN8Llztmcfk67+u2GwU7Ibn81X3U9m24xCnl2AOFz0uKqUbNUV+4G/0KxQ==,05/09/2025,,,9,9
RP-2025-174713,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVepi0AMU992Yb6Z2nGFxdpveFFc8kZxXScSOsCIATf+BZPzCk/jIfmsd3OMgSq8KvH7ga6c/oWT95yRAL4lMlOHtKUeLsLCsOv0uhG6yI/BOukY61FiziHc0IS+PcwrERg==,05/08/2025,,,4,4
RP-2025-174712,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYG+raAsxTYF6ZVKlrgvk0faxA2qbMUmo8S58M53hAANHK8Ff7cgaKG6JkDgPWJ7UlUg2HEsGlim5ipCqTjAcQ7h1nq9Jo8WaYItxLSQxTkRab8yVD8PvUnTIGTEQ6PH2w==,05/08/2025,,,3,3
RP-2025-174695,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaOGWrWMRw5PVSv9ZE7D2r7i78y9/ElYDurmbUCT4blj0FkL/8NXZCxuapFqr24lA8zZKoHHkANbAKOLglFb1CJDmU5Ps7VIPyVm2n4JqNiMCvPf/CwFSXUzBU8E8YgFMQ==,05/08/2025,,,2,2
RP-2025-174692,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbHsnSmswzHs6fPNuciMZOZtB5fRK7FRDIs21rkPpJMCEVgp/plo6xtuIpWWT30kVd6m3wlp9JDbgWhdEqwJ2fFxX2YZbRdgoWDVxxmkqhz/hcbijepTKKDz35IWj0KrLA==,05/08/2025,,,2,2
RP-2025-174139,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeuzT90nyWOxVBtuL+z/C6IiSV4dNZdsXBsy7mdL9k/pVDcgicb0RlvhbisEmALalQwBVT7RIeKLNWeyp4rcuNMMy6aNJzK52VrfKf6zPiQyE5MtTeGXuDHxX5bnFXz18Q==,05/08/2025,,,2,2
RP-2025-173830,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRPnBMMpDdWtDaOY2VesZfxrvgtqa0PK+KVXMMYGcUSyvWZ3xLrEkOBe+5Xw/8tZs5d1GOVbZZo4JM5/EdvqGLh2V5jtosiuzPV2eVWDI2NDw8J9N0SJNyVLxKKcy+PHsg==,05/08/2025,,,2,2
RP-2025-173638,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQc4eX7+fyktmX21L/ytWHvBihHwhCFcbQ7M4dx2n0/m/4gePMS7fj3NXddN2E9WfkTL0YRYViBi6h5WN2iFVcJQnYR0454nNz5hij97aJwAAsTMNqMi3qFmg39WfK9Sow==,05/08/2025,,,11,11
RP-2025-173637,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf2I8GpF7GgDbTI/59fA1hHSpIIVAycg7UuvKFwaALXWmTXA9sQ3aikz7Gup6IOk+z65HunSCPii7YDozLrEy5FC39gg2hlarKWZYr91i3R+Fc2uMTcbg9EMcTF90d/oRQ==,05/08/2025,,,10,10
RP-2025-173636,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeOzzryOm0+sCce4TMLgnNba1sAs+kBNIJY/htMU7FQQzsEuR0FwGu1Kxm1psH4BSGWd2Gy/xORGVsQQOxp/fwzqX1vXD1T5loiG2ZIaxYIsoOLruIMXBEehogb14cnYMg==,05/08/2025,,,10,10
RP-2025-173635,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZKHZtnAZIU1vtpLtINPovr0JY76hWD0xjmojQF3HKThRYqjzAqQdn7KcdJfBDx1vjuSu4sZwOW//0orDxfhP+L5SdEGlmB+CFliZnf5qo6kW2mZVeuPXGrz7GpW4ZUbGA==,05/08/2025,,,9,9
RP-2025-173537,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbidEEyUUuawDhL9NxQ8BVd+zEG8tot7X8SW3w7D7aX3tH2qjWB24f30iOqDwa4jqU1mwnt2kLPqZGLHmIoOo1vo1xPLrr5Ii+ZhHG5MSRDGRMrcIOlfUaP55i+6z/iYdA==,05/08/2025,,,7,7
RP-2025-173228,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWF75GW/lx71yipcqslYQ58pLX2YEwE4XwgVabuSwXLc9jHlP5kT5ZtWaNF3vfd6llE+OOIjO5w0S00C9gcK/Ft0H3B4UoYu76X9raCtVN7u3+I7Rl3KEWEDT33qyDYOfA==,05/08/2025,,,2,2
RP-2025-173195,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZLM0CSrUYMbHqQjJxE/J/EAghcqcaGojqqyh6aF39xseHOxV5opNPizAcC7spBSzZQbMAW6Jpyp8ucGaAXNrT9cq7kzMQvqrvV5wcECmh/LQV8KluQZS0ARKll3hFbtJQ==,05/08/2025,,,2,2
RP-2025-172907,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSr5kYWXe8uTaY1iG8FTp9ExaAt1t7D/JPTwr7FUIGFsS08OSDvOz8smznxbtiWaGWqD+VyfDzPftsPQf9wzlLD59PVMe/LssaGxgl9GL8aVxpYvIxqLEeSiUqOlZ9aXJA==,05/08/2025,,,2,2
RP-2025-172901,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQqSa1RBPvhMrWwsuYwkiiZvZERcmkT3YGmVSJr0vD1T/PlU4apR2aO1rpdch5C7fyv2icwZ/KaQVMFewkI9dGDyDP5HSg0c7XSDUTDHieFZLARKPuRCsvO+RrEvvsQ8uw==,05/08/2025,,,2,2
RP-2025-172879,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQqXXYDW0D1Co9cg8okiRIg9N6osneWYoMbHV0+KTLpG7sPW2pX3NX13q5AXmpvDXXY5mE79Pnr4KEyouXuXmn5zXDE6os+w5HqxckgT1zVMJt6rbFgv/2pAqmwo6bnPrA==,05/07/2025,,,2,2
RP-2025-172859,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUz3JCKP51CzBdthmQB55G82VZAAfW6I2vms/8RHjPGyKmIzyMQMAfKeogN/53dpBy5D6karZdG/M83zgR8eQegWaf+D7QZcPqN2Pe1stKZTzqxQrMUbUns5itjISQnwTg==,05/07/2025,,,2,2
RP-2025-172856,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeuJlWYHA0w3qeuBq6q8y+VudRRd7rl2OJ/3nLkIDTMoZOvClP5vVrHAy0S/i7bAC8N9DxOtDkewnNRX5C9b7/eK2HR6D1Dx0IhyRzgQW9j7+w9Iyqlb5qZShwFMEA1Diw==,05/07/2025,,,2,2
RP-2025-172855,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVV4x14awskk3XGFNRU9UHX9RXjyXT88LoLg3zoYr7XJG75f6S6icA5nL99m74bMgur5UbfBz9caru55V1tgpOJ82zJNLTLdwyMxtfLIKMQM2ToyraOuVMuJSUS6LW+a/AA==,05/07/2025,,,2,2
RP-2025-172778,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYg1DGfExd4DYBmY3eZSuICz/KAD1tdqojVp2j4C1OLxdiLZxOtIPdjdpKLpIdg2bQ7i/VT+KcFVQpwhmB9Nj8NyyulLIFkVXw1Q6dqayBiGBz53gwQReUFt3Xq8SsjIbQ==,05/07/2025,,,2,2
RP-2025-172715,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVReCcCaV3eWCEiCtSqUJ2MnSWlwi3zYwha+AdknY5apJD319Us4v+6Qkl3zV1P2tFzlWssdQPTOfRcus2ClMAnRHA5eBUgTthOLXLZ38dNu8IhfjmSZI746ENF7n2RgqtQ==,05/07/2025,,,2,2
RP-2025-172696,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQnyJEPG6Z+BDH3IbMtpYNvGDdiWVTSk2RcaL6awKifSqfuIkghcJXC5palaGU4uIKNlfllhis0HjIXb0d5CWgdONpJVBwXwZkBijFlKOTZBDCkoh0L7vtkNf1qmG5VZ0g==,05/07/2025,,,3,3
RP-2025-172437,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVay1HpY3bZNkcjVg8N4spUTf05Bn8HQzmDopRYommgM0Phw0QRMTdA0RMW0urDk/+r++yd0QyQv/cuxIYKXCrGh0jy6APrmJW77FAQfMV5LAaD0MjOLVewun2d5jIzfJcA==,05/07/2025,,,2,2
RP-2025-172345,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaYiojMGLLSbtwFQYZuQRBtHCKrXToCKI1zYT8VMotnt7qntw2srvdJMHKAy5RukTZWAz0fGmL6n/mILm/wbiSqVf49F/9JZD1In3cS3kv4IJwgxjDwOcm1LWu77fuYOlw==,05/07/2025,,,2,2
RP-2025-171601,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRpHYh/B3aiGgtsMUqZYSprJRUjLZ27V7fogcqr+KHm/6fFnWrCJoh5jLsd6Su0SWgLo7kmii6JOW0/lzeLsUlqu/Ped5zhyaCDtsOwYj1sPpE/F7Syyre34da2PTjW1sw==,05/07/2025,,,2,2
RP-2025-171525,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa2sWODzH1HJtVqig56szLN9fRZ06zN2QBVWfiDLAM+ni0jPHm1B3ov6V0Byyqzs9nzhA10vT3LlD/zJgmS9OpFhSLaE2LSbb2skLAjXWbus677OWaUoatftjtnvCdqUZA==,05/07/2025,,,2,2
RP-2025-171391,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeTw7g54D7gtgbOBrcMAEZMenCAr/CUm4Uo8kuRAc07EqYE5agawOM9MCb4GCZagFOR/jBzdzkepF5T2AOtHwm0BoYBAddVVJGwJ9Df3ZCi0RfmznYOtoklFMOqgMlR84Q==,05/07/2025,,,3,3
RP-2025-170734,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVR+zFKDsgSyVVNikeu4UgJI/TFVg9qZKaWx7kEioJbLGJgt5Yii5gUAOuu6Nr+l0dFgPY79sJWKrgAbWKUzB0yqThuXptmj7whdIpPwWcIomx/UGFkuWJe/cK/Q0RyPH3g==,05/06/2025,,,6,6
RP-2025-170609,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWBoMQnqkkGy0Q7cFOlL/xfTwnIIjf3SivTKTj+m8/ApW28fSchSOy64NmmlYJauO0yDBH7JMygqXGbxIjcFzhkaAncL/u3hPic0MogQqybCrfHQTJHHtnAqtEYxQlcwFg==,05/06/2025,,,2,2
RP-2025-169054,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfEoejzf5Y8cApGv/K0ZhsbZ73f4AR6QYCwSHF3++w/KPcahnquCiqQ8T+YSMOjQgphyoNrwOT1wAuMrJ5RNaJwTh292j0mf1xsnNotXFb5FWvHFPuH4Hbw5C9yqS4hQvg==,05/06/2025,,,2,2
RP-2025-169053,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWyyHhASiY2fHbyJ4FheJRl6uDhcsP8kgvMu1AldB5k26axxyU0QQJA6UKms0HuRokTZFYjNemvDDlTuweygOrtduiGbB+z0SHvf6+9/Gl8/tz7SMUYcNY+L9bvH1cmeFg==,05/06/2025,,,2,2
RP-2025-169050,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYYkmQjaSNbXSn9FQGRAzGjW5pBbsqNUbjcPz37+0JBc2U7h6IyrUbQygJeDfxEcc4Ddb0UPbaTEASzN40oVCDFYb4RdXIWsY838adNHXl3D4Prlys2VODn+ipWBsFr6NA==,05/06/2025,,,2,2
RP-2025-169036,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSegzB1hYtw9eQVcVpuXfRoMoMhC2WoUs3/9FRr+fk4p04trWLkRj1UCrte0en5F6sQM48xVW6Z2ao8Z4QRh0RtKCkn3u+gOziJsoArtvJlwn5bIeDdzne3NXMEwgbMsYQ==,05/06/2025,,,2,2
RP-2025-168643,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVefBp9IwP2e2Wivy3f9xSmR4DcvgEqA9DZar30e3AW1+TdW37+iNv/5lQTyNgtUXNNdvpwHIMkyenThDom2oOI1gymnRl9Fx35FbPrwUTDZVG8nbYHh7e4Xftje09kUOpA==,05/05/2025,,,2,2
RP-2025-168605,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVX4CLpQDIxfTdgBGi47QBhG5jB/C3AEC/UnqkjdfXdZyXCd9QL8o7m9MWGrqzmoktBcBoJ5ss0oZrqSvXm6JzcQb2MpxlZ29lZkgzIIAfqVwmmYslQXY+qRiJoYWXMr0eg==,05/05/2025,,,2,2
RP-2025-168540,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdjSKX+6/VNHKKCntrqRSwEOkKDJcvRKEYaPkGAe2b/ZajS2uXI6IjJdG457bx92chaoy0gqQ0NQqSeGs7N1/8La8yJkZpJQmVWQfRlhkp8g4/czbDQacEpdAmiwSEDYRg==,05/05/2025,,,3,3
