case_number,case_url,file_date,property_address,filing_no,volume_no,page_no
RP-2025-195254,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVankay+/1B2P47MO20vVu7zjw/V/wKKcIS/BgBWZCl2LgjCQ+2vY8yZQQ3Tbm4XxV86JAurk3k2Bn2qb6n2F2ztk2uq0auuSrd1NEhlakSXSJ2DoK8WVRiWffnTczXvtzA==,05/22/2025,"22127 Nobles Crossing Dr, Spring, TX 77373)",,3,3
RP-2025-194635,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdVKedqyJrZ7+DSAkjMTWK7pdkhPhltuUk035OCCtZzoj+qAMcNh5QxG4v9lYiJfz466Rs3x/QiN6w0hNx8sYuWsGV4AGV3NtL1OANgYSeNOwIgl6QabO0S2kyUricMEGg==,05/22/2025,"16ST MUISTRIC T, CARRINGTON, ND 58521",,3,3
RP-2025-194623,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWWQMQ2SIlqzjRilxOqtq8mS7MNIN5uJ6Gm85ssqAPm846XJ9vGhmiQSlHb8K880mbOGcFsLhtx7L3DgEpiS6kwWAU3END7UrLqOEYeSjqz0RMMBJ/x3feZB4QqBvM8wXg==,05/22/2025,"77064, Houston, TX",,3,3
RP-2025-194320,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVSJJZJfuAFObQGtx5HUbNoeeK7fP1JlHXjSEwQ5TJxMUQep/vHxaF20H7/vss/yQpMpMR+LxE9hSWgHFtD8u3bxXBlorelMF2+x10yv7ysNqhNNVGCRo0yEds6QhrIFvQ==,05/21/2025,"knoum as 3122 Silver Falte Dr, Kingwood, TX. 77239.

‘",,2,2
RP-2025-194079,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfsNBLropdY9scxc3+S2akCmiNTiRDjdFKFP2AqrhS/0WlexDmgEY30bZZONHPzOLgwtaqDgPJOmEgrRU6pBbTbba/NACtnou0pKcekXrOLaM7bod4bbwVx2qqTJwXq6lg==,05/21/2025,"Exhibit A: 
8 North Harris County Regional Water
City: Harris County
State: Texas
ZIP code: N/A",,12,12
RP-2025-193898,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSFM/G9Y5eURpEa3CK3TIt+catPYgyrmyvFkWws7nitGYTfLkHc6DwtpoP9wwrV6WlJHVFmBwLvZ7TZyhkYqtfozaOk8gaRiz6KdfG5BUOnFO4f5DB937n47AD06606gcQ==,05/21/2025,5 IN THE DISTRICT COURT OF HOMEOWNERS ASSOCIA,,3,3
RP-2025-193816,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbm2BHN1aSZzvdygl8429GR21B60jDktbnmEkoWmcUG6fUql07jSsO07WIyZsuW6rVMG7VCxnZx2M+cydUAoljDllZ0kbeUH3KsvtiQkqh+ZTOR+ei/jndWOKR8Q8tgjcA==,05/21/2025,"7843 Gra

ay, Spring, Texas 77379,",,3,3
RP-2025-193815,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVfDA6D9TBPrj/3LIZAyLE/Z8Ijk0pQIZwP2y2IQfnZIqCeSgKE3jSi8UyDrP4CWqf88l49GHKjEq7E/zRGOwYnJxC13WWrQ01U2VHBXYiL+EvYvTCfE9q0SXpCMOD38kw==,05/21/2025,2025 BELMONT PARK ASSOCIATION v. TERRY WA,,2,2
RP-2025-193582,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcUdv57UrcfRjcYqJFiu1za91GfzqPPWEEKJSxlN2dPD4AIc6OrKfza9/6Eo0HePwIlHNscgsUf8He1cKbFkvYmXbD2KMlCxLfHwv1HYMYa55bj6bEG+Obxa6FqQWwAspQ==,05/21/2025,"19455 Gray Maro Drive, Tomball, Texas",,3,3
RP-2025-193515,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc6swNC6ih4u7aUwg8C0r942iW8N/LzR3NqkNJ5k3nfDl9mBFPTYGYqzFH5aTha22JUuN3lqhkVOHlj6KWpWBB1iLElvsKDfwyjvxCv1otR+gs+U/KTCmMJn1GBt0EJu4Q==,05/21/2025,"Lot Block 1, Skyview Park, Section 4, an adit
ac to the map ar plat trereaf recorded wnder
records of Hvris County, Tetas eid whiok property is commonty kni
Skyoieto Glen Court, Houston, TX 77047

‘",,2,2
RP-2025-193500,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVV58Ovfi3N3bNU11iHjriC9Fn99XZ978Otbm2tX2VuD8ykO00GZu2Bki4Fnoyz47QMxjiQmS5GsJd5gWFiy0bUn/9IzDhTDItv+rTNH6+8c3wvrUYcluN4UtpyLQC1N41A==,05/21/2025,"3502 Highgreen Dr, Kinguood, TX 77339",,2,2
RP-2025-193498,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbFIonsGRQ0/r+EHiFEIrAVhPDX31gbzzHV0ueHQxoHGUwsJc1nOtp7YKdw0NOIXn0k3x3v4+5TrB3wcXWOocBfjUiX4V2Oa0F+BewvMBwkkK1bxki1/Vrto9G1ZfSdrZA==,05/21/2025,":
Lat 34, in Black 31, of Trailwood Village, Section 5, a subdivision in Harris County,
‘Texas, accorting to the Map or Plat Thereof Recorded in Volume 239, Page 87 of the
‘Map and/or Plat records of Harris Coury, Texas and which property ie commonly
Jewam as 1310 Tradtwood Vilage Dr, Kingwood, TX 77339.
‘",,2,2
RP-2025-193479,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeU6IEFCLOH2pQYGFMSFLghNH3hifIjcWfVoUtmbqv5F/U0Fnee18iVixfn/iuRXNdo8pPy+rg8RDqL2cbWx20q99kscJpsmAjHWI/nH1InZi+IavsxFbudx6FVLEByQRQ==,05/21/2025,"3100 jeanetta St Unit gp Hoste, ‘TX 77063.",,2,2
RP-2025-193471,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRLpgn5J4sRDBxviIYijOEBIWsXrH19Q8Cp/oBUeFlqLZ2NNYoXLQfKM/vQ552afDtdKIHFAPt0Btf1ngK3KoiCDfSe1ZWMAZz2MLl7eLkZwIlfowS1qQZiKrJbv56e+WQ==,05/21/2025,"as 1906
River Falls Drive, Kingwood, TX 77339.",,2,2
RP-2025-193470,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf0URhHENBcPr6s2ASKAve81Gu6t6rVzPsFrhuYstTJnBYnyRFKKzOs6xRL4AsHRN8fFweIrb8q5xROx9cJKoIbJWzsvF7eDue9+XzCO28ANeF6s9vtO8Q5jv709GzGHpw==,05/21/2025,"2159 Lake Village Dr, Houston, TX 77058",,3,3
